SUPP_REFF,Layer,Asset ID,Drawing Name,Area Code,Direction
HMPSB-45,Non-Plot,651779,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,HM
MPNB-104,Non-Plot,651928,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
MPNB-113,Non-Plot,651931,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
MPNB-122,Non-Plot,651934,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
MPSB-255,Non-Plot,651957,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
MPSB-264,Non-Plot,651960,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
MPSB-273,Non-Plot,651963,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
SB10,Non-Plot,651985,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
SB9,Non-Plot,651988,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
NB8,Non-Plot,651991,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
NB7,Non-Plot,651994,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
SB8,Non-Plot,651997,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
SB7,Non-Plot,652000,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
NB9,Non-Plot,652003,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
NB10,Non-Plot,652006,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
NB6,Non-Plot,652011,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
NB5,Non-Plot,652014,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,NB
SB12,Non-Plot,652017,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
SB11,Non-Plot,652020,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,SB
MPNB-128,Non-Plot,653737,HA549348-AMAR-HSN-NPS-M3-CH-000002.dwg,NPS,MP
